id	filename	md5	size	state
c6ec90b5-d323-4a55-b48a-c3acf38557ba	92e64d91-88d8-4b1f-ab56-b593748b9f19.rna_seq.augmented_star_gene_counts.tsv	0a4467b5482c0efa4c43c324840fcaa5	4245766	released
3eadce70-ba3d-4806-b112-6ac83bc89dc4	a3595c7e-948b-4d93-a623-477d7af84e15.rna_seq.augmented_star_gene_counts.tsv	56dad300ad3f41c405fe2a0bc9f52f3c	4236836	released
acfa0ea5-3345-4734-9917-d3acc10d1a15	9d515fd5-009a-4c32-95e7-042909d70b9f.rna_seq.augmented_star_gene_counts.tsv	b58e84564ba4fb9cc94b556b75652ade	4245085	released
836f61df-2b3d-4e1f-abcc-37734091b746	815b70e5-858d-416d-94aa-6749960883ce.rna_seq.augmented_star_gene_counts.tsv	e0908c4e8ffac4b7a18ab83c36578225	4241117	released
cd47d9e9-8072-4681-93ac-6c1420f6624c	754df69c-2fab-4037-8673-fd3be673fc09.rna_seq.augmented_star_gene_counts.tsv	d25350fe22bd4d94294b62b55058c5e8	4233604	released
df416c2a-523d-4409-98ac-b0900584a065	bcbe88a9-729e-4af8-9bb8-1ac65aa4bd23.rna_seq.augmented_star_gene_counts.tsv	69cf11842fb313717d0d52838bc7508c	4249217	released
0e56b380-a3d6-4e81-8299-9f8a62330d7b	f13d5df0-7293-4453-942f-2b49a3d33057.rna_seq.augmented_star_gene_counts.tsv	59158a70e6c542b0fa84cde9f815395d	4240992	released
046fe29e-7c99-4093-8565-f2f205a00796	61f811cf-9dc1-4f48-ad62-c3ebfd1f0847.rna_seq.augmented_star_gene_counts.tsv	9279b8d7ff63ceede7a0374d05bb1da2	4243915	released
45702d4f-2d23-4e37-88ad-565e44a18fa2	ce52c9b2-ab83-4efa-8abf-97475dcf892d.rna_seq.augmented_star_gene_counts.tsv	8873c55f4f253f5cf0d3542e5e74dcd3	4243302	released
d9b6b523-00de-4638-a3f3-8de841fb7183	39a75bde-24a0-4d26-8377-df045423f786.rna_seq.augmented_star_gene_counts.tsv	65006e52dcffc837e85032ae33432f83	4259884	released
9218f3a6-1ae1-4898-8be4-2335a204aae7	c5c93338-4046-4247-b5c2-ef133609797e.rna_seq.augmented_star_gene_counts.tsv	9b56fac0c8be3af4a86ce8d9ad861e1d	4246197	released
9cbb73a5-7b3b-4559-a295-d4693ae6dee2	c9c9c085-8e23-454c-aa36-cf59e8dbc587.rna_seq.augmented_star_gene_counts.tsv	9e49ce0f042f125c1a43cd77d9af877f	4235606	released
2aa3a845-cce2-4fe2-92f7-1fece9e619d5	3fab2674-2e00-4748-9d33-9e52631cebfd.rna_seq.augmented_star_gene_counts.tsv	a9eddeb1e5676982d8c61efd02838181	4253482	released
6df72103-ccfb-4a53-b839-2e8c47ec2145	b4e60c29-6c4d-49b4-878e-b91e20e17dad.rna_seq.augmented_star_gene_counts.tsv	9716aad1296de30b453de82c415c5319	4241282	released
542856ab-164d-4edd-833a-925da96d1eeb	9c0696ab-2bd6-4372-8b10-8222816de48e.rna_seq.augmented_star_gene_counts.tsv	5d8a756c6b15896901ca4cc63b1c3d29	4255467	released
f7a47166-9593-4a37-b95a-2de86b6d65c9	511ced4c-a861-4f26-9e29-afcf8d603fab.rna_seq.augmented_star_gene_counts.tsv	636a9e1cad4cae6dbe079aeeb9e33803	4248469	released
aabb4a65-aff2-4f78-a969-bacbe5b80856	56cb5294-9156-4930-a3ab-c2607a79b65e.rna_seq.augmented_star_gene_counts.tsv	06cb0c26f54d878a3be29eb95c4df958	4240916	released
40d222ea-3a59-45b9-91a2-0566b239c89e	ea030b7d-26eb-4f0e-b7b9-c6b165061118.rna_seq.augmented_star_gene_counts.tsv	1b98de2e2db987d0145ec784d09faeac	4236987	released
88a16056-cc45-4fee-99e0-f7fc7e1971df	fdadb011-0da3-458f-8b4e-d09e4c847a5b.rna_seq.augmented_star_gene_counts.tsv	5f17efd16c2d8fb8a331b940061f4150	4242172	released
9a6563cf-557b-4f26-b6a2-6c6f1eb03654	06ae7b4d-2906-4a38-a4ef-1cc937716dcb.rna_seq.augmented_star_gene_counts.tsv	13abea6feb343d410cb946d1b2c58eee	4228008	released
64f43094-8e51-440d-b142-2b1eeba34e9f	2e1410fb-4799-4a85-97e2-0d05c9255977.rna_seq.augmented_star_gene_counts.tsv	c1c049cb5d800233c4bb16eff2f3e352	4240525	released
195c9f03-31c3-465a-ac58-3949246b173b	8f08cee9-a91f-4305-bf8d-efeee9cd386c.rna_seq.augmented_star_gene_counts.tsv	48e304f2d6da55850e80658c9c97f740	4256121	released
eedfb6fb-3db6-4eae-8c6c-8b6722ae72b6	d504a28c-f8e7-4c5e-b01a-23b4cdd1dd8a.rna_seq.augmented_star_gene_counts.tsv	77f8d7d585e713708bdd0f3fb7220268	4233466	released
56209bc1-f94b-4aa4-a9dd-757003f36fd2	2ae456c7-57fa-4146-9b29-2d4129f0cf7c.rna_seq.augmented_star_gene_counts.tsv	52a0419513d42b3c601d7054d8663121	4247625	released
